,text,label
1240,i dont want funplz open the adventure mode slpni have no more options for getting slp i am worried my axis card is not good plz open the adventure slpi really request you,2
1241,thanks guys the all time and energy i spent to level up my axies are gone bc some punch of rich guys have 60 energy never played adv complaining about it,2
1242,goodbye manager the game is killed by the devs they want all managers to quit so they can say is not a rug pull easy money for them slp pump just a marketing strategy to make people invest to there game,2
1243,nah not interested in fact i often fall asleep doing adventure and fail to claim dailies,2
1244,there will be no benefit in playing adventure because there is no income adventure,2
1245,just remove adventure for good it would just be a nightmare for us to remember how you ruined this greatest nft game ever,2
1246,the announced death of a game,2
1247,if you want to be a long termthen pump the slp ratewhen people see that youre not scammer its possible to buy axie teambut if theyll see that the slp rate is too low bcz its already 3monthspeople have possible to quit and never invest on this game,2
1248,btw quick question guys about the supply of axs im thinking since theyre gonna be a lot of supply going around wouldnt the price flop correct me if im wrong,2
1249,and earn only 3040 slps with avg axie army of apa congratulations players now you can earn nothing out of game brilliant update,2
1250,or against double aqua plant or shrimpinatoretc etc sometimes we are pretty upset when we loose with same team n we want some revenge we can play again bot in adventure to release our anger hahaha,2
1251,can u just remove the adventure menu is there any people who is stupid enough to ply adv without reward,2
1252,lol why are you fooling people it all depends on your axie team,2
1253,who plays adventure for fun,2
1254,then buy some and stop begging,2
1255,stop lying to yourself you can always learn the game in arena then gift your axie to a new account if you want to reset mmr,2
1256,nothing fun about adventure mode tbh,2
1257,this has to be a joke,2
1258,we can always play adventure without using energy lmaooo,2
1259,lol why they dont create a burning mechanism thats not for the economy they just want money,2
1260,whats the point of displaying values in maxs i have so many people that have been confusedfelt deceived by the actual prize value,2
1261,worst update ever nu can improve your bern system in game not distroy your reward system game need big update for game play nnow 80 of player cant get reward and soon thay leve this game and again slp fall,2
1262,they should decease the beast damaging attack its too much,2
1263,no balance cards in season 20,2
1264,i wont do anything because i wont win it,2
1265,no balance this season 20k you,2
1266,to make a very strong team so again only those who have more money will earn axs and finally those who only have one team will earn 5 slp per victory and from 20 it loses 15 and wins 5 that is 25 slp per day will be won,2
1267,almost nothing soon there will be a lot of people leaving the game because there is no way to earn anything else this update has worsened the lives of the most poor we will never be able to earn axs in rank of 300 thousand,2
1268,why dont you lower the top 10 prizes and share it to lower ones many of us scammed by your game and you keep nerfing your fking axies every time so that it may compensate the loses,2
1269,this is still unbalance axs allocation,2
1270,lol you dont know how to play right bots fxckers,2
1271,shit you guys fucked up taking slps out of adventure mode they will only drive more players away from the game an absurdity and a lack of scruples,2
1272,what are you meant to do when u got mods abusing their power kick u from discord and now theres no live chat to dispute it whos the one that looks over the ones that are in charge i was banned unfairly and can 100 prove it but theres no trialappeal system,2
1273,how can we win that if you always nerf the axie we buy axie are not free to nerf this is not dota,2
1274,cant make it to top 300k my goal is 300k at least but sad to say its just imagination only,2
1275,still no hope us its for players who use many kind of axie 1team stay at low,2
1276,he is on first class to dubia he is a criminal waiting for the next news where they announce he is dead just to excape with our slp money,2
1277,they are wicked look at jhoz saying he has all the funds to make axie strong for 15years but cant even save current slp he is a thief i regret the day i bought slp,2
1278,what about if we do nothing in this game for a complete week no sales no buys no pvp absolutely nothing this could help the developer team to open their creativity axieinfinity sucks,2
1279,buyback was a scam empty promises lol,2
1280,this is a real let down,2
1281,let the face of slp victims laugh now,2
1282,i read this and the new reward system will dramatically kill the community specially those who havent made their initials yet looking at the current reward system a decent team not meta will make somewhere around 2k to 25k slp per month thats way way lower,2
1283,might as well tell people to stop playing the game so that the mintburn ratio is stabilize to 00i think thats a better solution than what you have now,2
1284,goodbye to my scholars and me what a waste no income i will eat rocks outside,2
1285,fucking fags in your ass the move came too late after everything is done this decision wont slow it down let alone stop slps collapse fools,2
1286,critical of you is a joke n your last stand is a joke n the balance of cards and their cycle is a joke n stopped being a game of skill a long time ago,2
1287,6 of the top 10 players are playing the double reflect bullshit boring frustrating reptile it will be terrible for the gament gameplay and then economynects heals disables disgusting random criticals are going to kill the game not slp ppl will leave its not fun,2
1288,nah i cant coz i got my money in here this guys knows we got no choice thats why we are trap in this,2
1289,its not worth playing with the current slp price,2
1290,fr they think people will be dumb forever lol,2
1291,oh my god i heard managers are talking about the axieinfinity thay there gonna leave axieinfinity for good because the value of slp is almost nothing and now they reduced the slp rewards so i think its time to say goodbye ang rest in peace slp,2
1292,very risky move indeed either being arrogant or just clueless or perhaps too much pride to copy what pegaxy has done to balance the economy,2
1293,if we eliminate all the players there wont be any problem anymore since no one will be left to have the problem,2
1294,i think axie devs are massively shorting slp so they can make a lot of money only logical explanation,2
1295,naah idiots be idiot forever lol thanks for repeating it makes you look dumber,2
1296,economic balancing how funny you cant think more ways to burn slp so what youre doing is killing slp and the players why dont you just get rid of slp in the game for good omg i want to punch all of you,2
1297,good axies always have been profitable to breed but you cant expect to breed shit and over it,2
1298,they are really showing that they are very incompetent hahahaha assholes devs total idiots,2
1299,axie lovers will never see the facts just a bunch of jihoz fanboys,2
1300,it is math it is not based on emotion why cant u accept the math with 31b slp oversupply and no burning mech slp will continue the downtrend my price prediction is 005 nns x 6 slp x 005 x 30days x 50 scholar share 45monn10x 1x 005 x 30x 50 75mo,2
1301,still not removing critical still a joke of a game,2
1302,this game deserve to die you scammed people and you are guys just slowing it down so that some of your dumbass believers will still have hope,2
1303,you are completely delusional put jihoz dick off ur mouth,2
1304,they said lets build together us managers built and the devs crashed the game by ignoring the game economy and focusing on other things apart from balancing the economy they said we needed 30b slp but now they admit our economy is imbalanced they cannot be trusted,2
1305,they think all people are dumb always they fool us once but not anymore this will not create demand thus not gonna help the price of slp to go up they can zero the slp rewards if they want but still it will not push the price because they have no burning mechanism,2
1306,r price as little as 001,2
1307,you have been reducing slp issuance from the past from 150 75 now 0 how about you guys increase burn ratio instead by increasing slp breeding fees you guys are ridiculous tbh lol,2
1308,agree they killed majority scholars oh well the devs proved they dont care about the community goodbye 1200 investment per team without roi,2
1309,this update is big problem they will sell all their slp then a week slp will 0001 i see the future,2
1310,smart really is to sell your axies while the price is still relatively high,2
1311,they killed the game lets just accept that we will never recover our investment will have a bunch of axies with no scholar to play them sad but this is reality,2
1312,dont believe slp and its team dont believe its rise they are trying to trap and scam people slp,2
1313,dont believe slp and its team dont believe its rise they are trying to trap and scam people,2
1314,with this change slp never ever go up you guys just fuck up the game just wait and watch you guys didnt accept your mistake,2
1315,goodbye ni will see you in hell,2
1316,looks like since you started changing things the trust is running out i myself played axie for 8 months but left last december you can rely on anything in this universe they are creating the players are always being devalued and now bitcoin dipped amp axie appeal ran out,2
1317,slp is making a fake rise dont fall into the trap dont believe them slp,2
1318,congrats congrats team you managed to kill a successful game,2
1319,loooooll this make me laugh as hellnn,2
1320,who are those guys man i think they are in drugs becauce they dont listen shit,2
1321,no slp buyback it only means they dont believe in their own product no slp burning will be implemented i bet only axie burning which is not the same goodluck to us all who naively believed in this project,2
1322,they just killed the game i think they are getting ready to shift from p2e to free to play in origins,2
1323,yep all my scholars just quit lol,2
1324,stop wasting your time in this game this is a bullshit game leave at once lmao,2
1325,even my unemployed scholars do not want to play axie anymore simply not worth the effort,2
1326,why do i feel we moving backwards is it only me tf is happening,2
1327,fuck youuuu fuckkk you slp009 and neverr ever go up fuck you guys im so happy sold my axie 4 month ago other game so much better,2
1328,sooner or later you will blame axies are too expensive again,2
1329,good im just waiting the pump to sell all mu axies and go away of this shit game,2
1330,agreed that most scholars will quit as i think more than 80 of them are with iq lower than 80,2
1331,if you want players commitment you should back to rewarding them because that did the game successful if players dont earn they have endless games to choose instead of axie the owners invested their money and multiplied the players became their slaves,2
1332,another band aid solutions if no breeding happen no slp burn this solution is worth nothing no clear path,2
1333,why will it increase how make scholars sticking around for 1 a month demand of axies going drop way off slps main use this is to keep influencers who think there economists happy cause they have being calling for it ironically they are just killing it quicker,2
1334,slp scam no worries created another scam called ron genius,2
1335,you keep on fucking up the little investors just to suck the dicks of the big ones good fucking job,2
1336,happy adventure torture in arena algorithms in the is so fucked,2
1337,lol how many times have they reduced slp earning now and has it ever done anything positive to slp price action ead of introducing slp burn mechanics they keep reducing slp earning basically fn over scholars twice,2
1338,knew it the only balancing they know is reducing the reward now say goodbye to daily quest and adventure slp oh and reduced arena slp too lmao,2
1339,hey jihoz damn younyou took slp to hell,2
1340,this could maybe the reason why axie is not available in playstore and app store as it may receive negative ratings to the point that itll be deleted slp to the center of the earth,2
1341,he is stupid wish he could be in slp investor shoe for 1weekhe is living on peoples money and talk trash,2
1342,my ron ron bridge is falling down falling down all we can do is to sing,2
1343,9 reports to sky mavis for my stuck axie from november and they solved you are literally scammers,2
1344,the comunity are in suffer then getting worst by keep changing the cardsy season getting worstid thing youe done by not listening the comunity,2
1345,jihoz is a big lier,2
1346,well if they are too lazy to listen and build soon enough someone will build better might as well change their name to hyping infinity,2
1347,you turned out to be a very nice scammer,2
1348,time to die slp and more dev cant fix anything,2
1349,you killed the slp coin,2
1350,shame on u all the developers behind this coin 16million holders been rekt and u are here talking trash burn slp and buy back you said u have 15years fund to develop axie prove it now idiot,2
1351,any game which will help burn slp and increase the value of slp as slp has dropped from 042 to 0009 and they do nothing community lose trust i dont know of they are sca mmer or not do not invest bad time,2
1352,slp in adventure mode will sunsetslp reduced to 0,2
1353,fix the fckin critical hits,2
1354,finally its not profitable anymore to play this game everydayno offense i cleared this pve last stage few days ago to celebrate my leaving selling some axies with lower price will continue to hodl axs follow the updates until land gameplay release until then see ya,2
1355,fkin go back to nba lebron,2
1356,kill the devs if possible,2
1357,fck game slp to the hell i think let do its dont say slp slp slp scam dev,2
1358,slp bye bye to 0,2
1359,soon soon again and again look at the slp chart en your active players going down the community helped and warned you guys a long time ago still no solution look at the disgusting slp chart,2
1360,you need working about slp becouse its comedy bastards,2
1361,slp dies were all on this ship if slp dies everything dies last september you mentioned that no slp burning mechanism will be implemented because we need 30 billion slp and 10 million axies now that we reached those numbers wheres the slp burning mechanisms,2
1362,where is your confidence now telling people that we need a lot of slp for the future growth youve been reducing slp from adventure and now removing it totally to hype people again bunch of lies and scam again,2
1363,the theif wont burn it they are robbing the investors last video he said slp is 12cent what a crook,2
1364,everybody is praying for slp we lost all our money,2
1365,i just ate a rock with some shit on it so gross,2
1366,right sell all axies now this is the best decision you can make in your life,2
1367,lmao i get being mad about the current state but criticizing improvements is plain stupid the rental system is super dope and efficient,2
1368,majority of slp investors have gone bankrupt lost their life savings and familyn did jihoz say scholars are earning money from people who are spending for fun,2
1369,just leave axie man and find smtg else,2
1370,this game is slowly becoming worthless i mean ive invested over 1k on this and just how much do you think i can earn form this i mean even a f they reduce the supply what difference would it make without burning mech n how long do you think its gonna take 4 origin to come,2
1371,the team holds a good part of axs they would rather fuck over the community than hurt their own pockets,2
1372,hahah same to day is bad day,2
1373,i am not telling them the news i will wait for them to find out in the morning for sure will quit one by one,2
1374,i will giveway to other i wont play the game so that i wont mint slp anymore,2
1375,omg every month you shock the world jihoz nice job nnjan ignoring communitynfeb reducing slpnmar death to all investors,2
1376,please dont make this slp reduction thing a permanent my scholars are already leaving and i dont think many of us are going to stick around,2
1377,you cant even calculate how much it will take for you to get your money back since roi keeps getting worse and worse for small investors,2
1378,please face it this game isnt fun to play the only thing that brought us here was for the profit and people would stay if there still is making the game fun to reduce profit is definitely a red flag just face it this is the fact and theres nothing wrong with it,2
1379,sell all your axies this game will die soon hurry up,2
1380,you still want to push this no rewards but still no burning mech ni season 20 do we still need to wait until leave this game origin come on you can so this starts with season 20 so lame season again and again,2
1381,the slp as the chronicle of a death foretold slp tothehell,2
1382,real value of a token comes from its utility not from adhering to ridiculous principles nead of implementing burning mechanics you hurt your players with this awful and incredible inconsiderate update,2
1383,exactly reduction of slp without burning mechanisms is totally worthless instead it would make more people frustrated as price wont pump any better plus now there would be less slp earned,2
1384,yeah i know i have 60 energy i gain 21 slp pero win now its fuckin 12 ahhaha,2
1385,i am not surprised with this changes all the changes benefit the rich now they give more to those who have more money and the rest less slp in pvp the slp is almost dead if removing the daily does not work what are they going to do ron as reward in pvp,2
1386,no players no game a great economy with no one to play is a dead game nft is an investment and depend on trust with this they lose all credibility since they just sacrifice the investor playerbase who will come and invest after this,2
1387,well they kinda did 60 less players next season or more,2
1388,cant wait for all the influencers and managers calling for this to start complaining nobody wants their axiezero point to breed now axie prices and axs price start to crumble all there hyped ron lps are getting hit with il this is how a ponzie schemes ends,2
1389,always doing what they know how to do the bad manipulating the price and more the graph speaks for itself justice will go for you at any time nnslp dead academy dead axie dead,2
1390,i dont feel any pleasure from you you bastard,2
1391,guys making fun of slp investors,2
1392,even you are making fun of us,2
1393,why did you scam us,2
1394,axiebuilders what the hell comunity need to work making minigames you are the developer stop party and do something if you want us to work for you paid,2
1395,so this is the end of scholarships i see many celebrating but do not forget that when a game starts to lose massive amounts of players its extremely hard to get back up,2
1396,you stupid brycent use adventure to learn the game hahaha my good u fucking no brain huh,2
1397,this yn you a clown when you think hiring infinite devs will fix everything hiring people takes time and right talent same how you cant just hire a artist to fight fires you need right people for your type of game,2
1398,well this is going to cause many people leave the gamethen less slp supply if you axies are shitty the adventure mode cant teach deal with it,2
1399,im already seeing complaints from people who sold low slp when they need to rebuy high to use in v3,2
1400,can we still make use of our current axies to v3 or we really have to buy new team or maybe we can just upgrade our current axies its still not clear,2
1401,nothing you can expect from a dead game,2
1402,told you you cant trust this motherfucker axie ron slp 3 scam,2
1403,lets fucking go team deliver after another deliver,2
1404,hoping that random critical will be gone i got critical bug today i win only 6 the rest is defeated due to random crits also the crit is not just once it crits 2 or more per game its really annoyed me,2
1405,stop being clown you are not telling us something we have not read,2
1406,game mechanics is gonna be dope,2
1407,damn this is really confusing i dont know if i didnt understand it or its lacking more information about v3 nevertheless i hope when this will be released there will be more clear tutorials where a dumb person like me will understand,2
1408,damn thats were waiting for,2
1409,you liednslp is being destroyed more obvious than this,2
1410,plss no more delay weve been waiting for this for years nowwe trust you guys,2
1411,so i bought axies that worth less than the free some got now i wasnt able to win a single battle in arena mode due to my low level but at least i was able to earn slp from adventure the only reason i kept them what is adventure mode for now its just a useless game,2
1412,just read the article have a ton of questions and doubte it would help to see a short gameplay example regarding pvp pve enchantments sequence turns etcstly im exited but very confused,2
1413,price speak for itself many lost money and patience with this scam,2
1414,fix the fckin random critical hits first,2
1415,this is the real shit right here this will be dope,2
1416,and v2 axies what will happen to them disappear and if i have 20 axies 3 good and 17 just to fill up energies they just wont be of any use anymore,2
1417,and what will happen with the axies of v2 will they be transferred or will they become unusable,2
1418,unfortunately the news is bad they estimate that the new game will be released by the end of q1 but they do not assure it they say that it may be delayed that means that the burning measures for the slp will take too long so think about it,2
1419,a dick sucker is here,2
1420,storm is comming lets wait for it,2
1421,ya please go to hell and dont come back,2
1422,we are sorry for any inconveniences this might have caused you kindly send a direct message and we will ensure this is escalated thank youn,2
1423,13 increase of the supply in just a day is what scammers are doing,2
1424,if you read it its not good lol everyone with high end axies say goodbye to the value from stats only hp will exist in origin origins is going to kill investors value hard i expect to see much dumping and bailing leading up to launch,2
1425,same concern hoping current v2 axies will be useful in v3,2
1426,please fix random critical please im always lose because of this motherfucker bugsssss,2
1427,poor you hu hu hu,2
1428,now you turned to a scamni bought axies thinking i could earn slp now i cant removing slp gain from adventure mode will cause your loss you are over scam go for momobox instead,2
1429,fix the fckin random critical hits its not a fair game anymore,2
1430,its gotten so hard to win any arena game and when you have the slimmest chance of winning game disconnects smh,2
1431,wait for pump then exit,2
1432,whats app ive been trying to sell it for 16 of the price i paid for it since the new changes were announced but no luck yet,2
1433,time to quit axie as i can only get slp through adventure,2
1434,what would you call an idiot jotaequis lol,2
1435,are u kidding what kind of one adventure even has balance that fucking beast which can beat 3 axsie one by one what da fuck kind of critical is that what about other axies,2
1436,graphics are childish current axie infinity is way better nnand why we can not collect energy and card where the strategy goes nand another thing dont bring free play you will lose new player they play see and decide not to join it is totally bulshit,2
1437,you just said that lol died is that a joke or something,2
1438,you have not been monopolists for a long time buying axies and holding slp we got into a minusnwe didnt get what we expectedncant wait until origin is released,2
1439,beware of scammers and malware links i was also in a similar situation but someone close directed me to swiftcoder2 on instagram i contacted him and he helped me recover my hacked 18 axies this i his linknn,2
1440,there are a lot of heartbreaking updates in the past that we thought would become the gamechanger in axie but it failed so instead of joining the bandwagons of hype army i will not waste my time acting like a clown this time,2
1441,what do you mean we have useless axies now low level axies are 100 useless now,2
1442,true many of them are just vanish and forgotten but in axie we spent huge amount of money so we have no choice but to play it,2
1443,please at least fix ur match up we already getting nothing on this game at least u match fairly,2
1444,youve removed your adventure and daily quests but why hasnt the slp price reached 01 60 of slp mining you have lost why is slp so heavy towards 01 you dont lie to your community,2
1445,12 straight loss 1st time happen to me all the cards i rcv all are useless,2
1446,if you noticed burning mechanism is yet to be released in v3 so right now slp is still in the billions thats why slp price not yet pumped up,2
1447,many different ways of buisness this is just a way to market with out needing to invest in marketing campaigns why a drug dealer gives you a little for free so u have to pay to get the full high,2
1448,this is what i try to say if it is free to try they can say do not play axie infinity it is bullshit easily to others nurse there are many people will like this game but i try to say it is not good as you think because everybody will try to play this game,2
1449,what drug dealers make is a trap this is not an addiction this is only game you can stop whenever you want at the other hand you csn not stop easily drugs,2
1450,yeah nobody will miss the rigged casinolike system,2
1451,youre supposed to be defendants of decentralization but your entity has zero transparency or integrity your users dont trust you when ppl invest their money they need disclosurennits disgusting that you even proclaim as a blockchain dapp and creators of p2e games,2
1452,fuck you worse team ever you made me buy useless nfts why did you remove slp earning from adventure modenwhy do i own axies now,2
1453,whats let go nnslp dump,2
1454,am i the only one who is fearful their axies wont be as useful as they are right now,2
1455,what about slp price dropping continuously slp dump 50x and now pump 2x overall slp value is still major down and continue to drop will burn mechs be used in alpha stage or are u hyping everyone with false hype,2
1456,of course it does the top teams cost a lot more its stupid to say otherwise,2
1457,yes it is and we are buying the things that you cannot afford using this shit coin,2
1458,facts the shittiest coin from a fraud group of devs,2
1459,everything u invested is now trash u will chase again and again and again then we will fvcking nerf it again and again and again till u dont have money to investn is my caption,2
1460,dont you see the statstics lol you mis understood the games it self is made to people who wants to earn just for playing games thats why it play to earn dont forget that the mechanics are just part of what affects your earning dyor more brother,2
1461,that is the problem why slp is low to much people who just wants to earn play to earn is not a sustainable buisness model in the long run it should be play and earn it will hurt current investors but axie is doing the right thing,2
1462,what i can see player or people do play because of the money they can earn from playing and they dont care about any just my though only specially about slp when it gets low more people cry especially the scholars as they want high earn and not happy gaming,2
1463,shut up take my money heheheh,2
1464,players of this game will reduce due to low earnings no one will ever gonna buy axie again since no buyer no burning will happen and still slp continue dropping the pump last day is temporary i think it will drop again to 009,2
1465,no you just couldnt see the managers tears they cried 1000x more than scholars scholars doesnt need to invest manager does and it hurts alot more,2
1466,playandearn is just damage control rebrandingn proclaimed a metaverse with a functioning economy so whether lunacia has a sustainable playtoearn economy or not is how i will grade axie retconning that is deceitful mr bardn is not yet dead though dying yes,2
1467,teasing the hell out of me,2
1468,hype hype and more hype neen slp axs and ron it becomes obvious why you havent made any progress in the gameplay youre completely unfocussed ns on what matters slpnle came to this game for slp and your game became famous because ppl earn these tokens,2
1469,why so much negativity the only complain i might have is not being able to see more of origin hyped,2
1470,thats part of the risk you take everything they do is new and they are the first dont expect them to be perfect your money your responsibility,2
1471,sadly most of p2e games are scams thetan arena is one of the best exampe of why i didnt invest anything in it one look and you know its a scam,2
1472,you just got lucky when suddenly waves of whales and scammed players poured in those pity souls,2
1473,talk about how these scammers minted nearly half billion slp today,2
1474,why is the coins available slp more than total coins no coins like this,2
1475,who the fuck plays adventure for fun u delusional nosepicking apes,2
1476,use your brain before you make a move ill give you an example why would i walk if i have a car same as axie why would i find part time job when i can earn while playing use your brain cells kid dont make them useless,2
1477,a slap in the face of loyal players would be continuing to allow bots and multiaccounters to mindlessly abuse adventure and daily quest to dump endless slp for profit,2
1478,why axs price is down,2
1479,no one does that dumb ass,2
1480,this breaks the limit fornus floor axie users we only rely on 50 slp per day on adventure because our axies could not do fucking shit to other axies now you have taken it away from us this game is play to earn but pay to win this only favors those quality and meta axies mofo,2
1481,stupd concept and logic in arena you gain experience and levels while on arena it still on level 1 you get the logic amp,2
1482,stupd concept and logic in arena you gain experience and levels while on arena it still on level 1 you get the logic n amp n n,2
1483,this game is pathetic whoever paid 200 dollars in floor exies last year will not have more profit congratulations no wonder pegaxy is the best game and you can play it for free,2
1484,axie is a play to earn if it is not to earn playing it is almost useless,2
1485,i bought slp at 001 but is going down again because of the inflation are just scammers,2
1486,seems the dino is threatening to blow the community with another spending mech and the little peeps have nowhere to go greedy monster,2
1487,which games and tell me a fucking reason exept money to play axieinfinity,2
1488,yes yes very pretty but v2 balance is still shit,2
1489,you totally killed your investorsinstead of removing 50slp on adventure make it 2025slpinstead of removing 25slp on daily quest make it 1015slpbut you totally removed plus reduced the slp per win on arena plus too much low slp rate for almost 4monthswow,2
1490,whoever quitted and is quitting will fomo later and fud again,2
1491,terrible terrible update for axie players and managers this is gonna drive out players for sure,2
1492,4 days slp issuance hit 15 billions and increased supplies with about 50mers slp nndont fall into the trap of slp and their team,2
1493,but they will probably be a mess in origin because their skills wont translate perfectly also the eyes and ears of most axies wont sinergize at all with the rest of their abilities so basically any axie that isnt pure is gonna be a mess unless they are super lucky,2
1494,i dont know what is worse if the economic incapacity of sky mavis or the axielovers sect of seals,2
1495,we can sleep now with this info were afraid if our v2 axies cant use in v3 we dont have that much money to invest again,2
1496,the future is the least of my worries right now hopefully one day i can retire from this sucking game with no losses,2
1497,fighting in rank is unreasonable we are all being played by the system this unhealthy system arranges in such a way that we dont get rewarded even though the slp has been destroyed and rotten,2
1498,rubbish lowly scumbag you it change the balancenare you putting shit on your fucking headncant you see how bad your game is mother gave birth to you was the biggest mistakee of earths resources,2
1499,been having difficulty login to axie infinity through my phone anyway i can be help pleaseee,2
1500,what will happen to my axies imean most of cards will get rework right so they will become useless if the rework cards is not compatible anymore cuckoo example its not good anymore after rework if you have a aqua withmoon cuckoo koi lamnk you,2
1501,wait for next top and sell off 01 eth axie floor is nice play out,2
1502,you better fix the critical ramdom system which makes people angry,2
1503,slp is going down up when,2
1504,as if it couldnt get any bettern im bout to pass out at this pointn nne that cashed out of axieinfinity do you but also at what youll miss out on,2
1505,shoved 300k usd for teams last january now im wondering if it would be wise to shove in another 500k before origin nied it would screw with all the metas were buying prev3 sighn metas changed slower before our investments get screwed with a quick meta change,2
1506,looks like 90s nintendo i dont get it,2
1507,you are sending slp tokens constantly supply is insecure slpcoin axieinfinity,2
1508,only when slp arent always all time low like recent months my guy,2
1509,when slp price started to dip knew announcement twit hahahaha,2
1510,make our axies useless again like every update you release,2
1511,caption is that slp scam,2
1512,wasthing time for pve no reward,2
1513,the only investment where the developers actively work to ruin the game and get less players whatever the maximum damage to the game is long and short term that is the option a legal scam,2
1514,fix the fuckin random critical hits first,2
1515,but i hope you dont remove v2 i actually enjoy its simplicity both in appearance and rules i also miss adventure haha but now its not worth it playing,2
1516,i dont understand why people buy slp this slp team is a manipulation like the cover team protocol which was removed from binance platforms for manipulation,2
1517,the real question is will our axies still be viable,2
1518,got recently scammed lost my teamgonna start from scratch so paying attention on the leaderboards and see whats good before rebuilding my team,2
1519,lol you asked the leaderboard screenshots id also sent you a battle history dude stop being a loser nncant get enough slp without having adventure mode nnget a life mate,2
1520,season 20 is a nightmarewe more expected to earn money but now more disappointmentnoadventure it so sad,2
1521,are u fuckin dump or what its not about forcing u idiot ppl have invested thousands of money in this fucking game looking at what it did promise but rn we lost 2 thirds of what we initially invested so how do u think were supposed to get at least our money back,2
1522,other games try to make their token more useful in various waysnnbut your solution keep reduce player rewardn 150 to 75 doesnt help at all only hurt playersnndo your think from 75 to 0 will help no its only hurt players morennim done with it,2
1523,so why is the adventure is still in there would u think everyone will go to adventure without earning anything do we really look stupid to waste our daily energy for nothing now im seeing pay to play not play to earn do u think the investors will be happy about this update,2
1524,well can u play streaking loss what can u earn with a win rate of 30 win and losing 70 with that unknown crit showing and pairing in matches that is anti meta on u nndo u think the system will pair u with bad axies no its not instead it will pair u with strongest counter,2
1525,but they are happy to receive the money that u buy for whats it looks like a big motherfucking ticks will they return of what u spend if u quit nthe accurate answer is non one is only hoping to earn and i dont mind the hassle they drop but now the hassle is way more much,2
1526,the fud is real guys,2
1527,fix the balance the game suck really hard,2
1528,this brainless team cant do right nving the rewards doesnt solve anything it will still mint more than of what the adventure can givenndo u think all players go to arenanndid every axie have high chances of winning and that will be a nonnso other players choose adv,2
1529,now think after this season does your plan did really work no one is buying lowclass axie because it has no potential in arena or worst maybe also in adventurennis this the way of how u want to kick off small investors by silentn game,2
1530,cry more just sell ur axie stop complaining,2
1531,sure about to the moon wake up axie is dead,2
1532,the scholars were too stun to speak,2
1533,funny how all of you whiners call those who have faith in their investments as paid hacks or fraudsters the only disgusting thing in this community are the fudders and haters who just want their getrichquick cravings satisfied,2
1534,you got your axies free sounds like youre admitting collusion love how all you bots use community family etc but when people share concerns its fuck commies youve shown your true face of capitalist greed and fraud winning at all cost cheaters amp liars,2
1535,it depends maybe a mixture since they know 9999 are there to earn but its obvious they want to be more traditional the problem is that they dont have content nor fanbase for it,2
1536,lol keep whining its always the entitled pricks who claim the world is unfair and accuse people of being cheaters and liars but the truth is you all just want easy money for little or no effort pathetic,2
1537,abysmal update slp worth of shit axs going to be degenerater forever,2
1538,sad my all axie defeat,2
1539,no slp buyback well thats it folks no slp burning in the future only axie burning ravel as the player base slowly declines from play to earn to pray to earn,2
1540,you said communication is the key you said you here us but you dont have specific and transparent about the updates we are really shocked without knowing this update will be the season 20 im really disappointed at this moment never do that again,2
1541,congratulations sons of bitches nslp buy016 now0025,2
1542,maybe ill keep my slp and wont be playing anymore just waiting for the pump,2
1543,if you are stupid its your fault and your mothers fault not theirs,2
1544,this interface has been 1 year and you couldnt get it fixed no wonder axie is doomed to fail in the first place,2
1545,idk but i decide to quit,2
1546,axie is officially dead no one will buy cheap axie anymore no reward for regular people,2
1547,i always feel like u fuck us over you could have implemented some sort of big burn mech or something,2
1548,anyone here not gaining slp after winning arena dumb update,2
1549,sadly devs dont care well maybe you did the right thing thoughsuch a sad day for all of us,2
1550,how do you want one to have fun in pvp mode their damn rotation system is fucking garbage the damn day they decide to fix the game and look at that area will be fine for now all a shit in the rotationn,2
1551,the same crap because you didnt nerf and buff anything,2
1552,one thing that i am definitely not gonna miss is adventure such a pain to complete it,2
1553,i think the current state of adventure is not too educational as you dont fight real axies also you start with 4 energy and you get 3 each round it can even be confusing for a new player can you fix that in the upcoming game updates,2
1554,sounds like a waste of time lol the only point of adventure was more slp now their is no point it was always boring to play adventure still on a bad path and posting this proves it,2
1555,no more play to earn but you wanna tweet about playing for fun where are the millions youve stolen even axs is worthless and your competition isnt worth playing if you paid people when will you admit its not play to earn,2
1556,i think probably there adv rewards will be back after they finish the burn mechanism but yea feels sad that 75 of the slp is gone everytime i do the grind,2
1557,sold my axies last night after hearing there will no longer be slp rewards after adventure what a slap in the face to all of the loyal players,2
1558,lol i finally got my weth but no ron to pay swap fees what a joke,2
1559,for fun lol are you kidding me,2
1560,suggestion make arena practice mode pvp without mmr no energy cost we cant learn anything in adveture,2
1561,romoving slp in adv and dq is this temporary or until the axie die,2
1562,god shut up dont tell people what to think about this youre annoying,2
1563,a necessary measure adventure mode is extremely boring and theres no pointchallenge on playing it however reducing rewards on pvp as well is a slap in the face to all of the loyal players,2
1564,useless all players will grind hard in arena because of the axs rewards,2
1565,come on battling against brainless bots vs pvp u know dats not enough,2
1566,not earn and not funnnwhy i have to spend my precious time with that,2
1567,i didnt learn anything from adventure i learned every thing in arena or watching streamers like elijah and spam fight it out,2
1568,play pegaxy for free lol stupid assole,2
1569,no one plays adventure for fun,2
1570,right because its very fun play this shit for free,2
