text,label
please return the daily quest and adventure slp soon,2
all these suggestion comments are useless because devs are arrogant,2
they can buy back slp but it will not last long the best is 13 hours and it will return fast to dipping,2
because that man cant be trusted enough to build a community all lies and bullshit luckily i didnt even put my 10 percent of money on this game but the scholars that i got is helpless because of the constant and monthly changes,2
they even have the weekly quest tab but the game is going down because of the fucking devs that can even think of a solution,2
do you think people will trust the devs after they are planning to bullshit everything nbig guild are selling their axies and no one wants to become a scholar now and they are even finding a new p2e game even my scholars are not playing well enough,2
gameplay gtgtgtgtgtgtgtgtgtgtgt economynppl will leave u dont fix boring abusive mechanics and criticals fuck so many games that plus no rewards ppl will leavenso sad tho,2
its over axie ded already,2
lets let the world know about slp and axie spam it everywhere,2
another band aid solutions nothing works fckz,2
dead slp coin never goes up to 1 can it go up hem maybe never at all,2
a new token without infinite supply would do better results than this rewards reduction bc people wont be interested to enter or come back without a real burning mechanism congratulations devs did nothing useful again,2
they are so lost in this market,2
leader board expansion is that the compensation for the removal of adv nso those who will benefit from it are only those using high build axie,2
but still there is no additional burning mech also considering that the breeding might also go down since most of the investors are now moving away from axie,2
slp big scaming token last 8 months continue dump price,2
this games gone downhill since i left i seen it coming tokenomics are trash,2
this is why we are not supporting them i am very sorry philippines,2
what is it have to do with humankind destroy everything over exaggerating jihoz c sucker,2
and then theres you jihoz c sucker,2
more than half year to do nothing and now you say want to solve problem the biggest scam ever,2
and also players who hold slp will sell all their slp after the price up and then get out from axie,2
developers dont want to buy back slp and burning mechs they always put the burden into players and investors,2
how about throwing an event where you will buy our axies at its original price when we bought them so we can all quit,2
no solution just the same as before what nextni think future of axie will be play to enjoy and just for fun no more rewards thats there plan,2
now not only slp g2 0 axs too you cant put and slp burn mechanism cause you have an scalability problem tons of failed txs on ron release exposed you scammers,2
vn khng thy land hay land ch l scam,2
this is not fair their axies crit 5 times in a single match,2
pleas jihoz remove random crits this ruined my our strategy,2
they make their mind more stupid,2
nobody play axie for fun we just play for money for fun i play cod or rd2 or,2
axie infinity was advertised as a play 2 earn game now there is the play but no earn,2
it makes me laugh that these people think they play for fun hahahaha the best joke of all for fun i dont know how they can be fooled like that,2
you dont think now people earn less money because axie team remove adventure slpni heard a lot of guild are leaving beacuse of no adventure slp,2
burning mechanism infinite slp millions being created every day burning its not enough 60 of the slp was comming from adventure where even a bot can play and win,2
im super sad about that too guess time for me to sell since i only play adventure i suck too bad fo play pvp lol,2
of course dumbo remove the money earn and no one will waste their time with this game,2
game is not free i bought a team for 32k php i can buy a gaming pc from it if you saying is you just wanted to play you can play a lot of games in pc,2
better to create an npc in the market place where we can sell useless axie im mean axies that only good in adventure mode at the price of half with in its original price compare to release in the wild and the return is not worth the value of it,2
new person would never be able to play wouldnt work,2
so all this levelling up was a waste of my time i get why you have done this but surly there was other options be interested to see how many players we lose,2
someone forced you to spent that amount of money to play axie instead of pc games,2
who buy expensive axies for adventure,2
the update was necessary but felt a bit sad too missing these guys axieinfinity axielnfinity,2
idk who the hell play adventure for fun,2
this is the perfect example of a player that doesnt add value to grow the project they are just there to milk it,2
this stupd mf dont know how to understand things hahahaha ofc no one force us we join axie infinity for the money money money put that in your mind dummy,2
yup thats why dau is slowly dying because the majority of the player is here for earnings and talking about adding value dont forget that we pay 425 taxes when we buy axies thats already adding value,2
why did you think the developers made the game out of pure heart they made it so they can invite investorswhich means money sell the axies they madeand in return investors can earn at the same time so if investing without getting in money return is called what,2
how can u say we enjoy playing stupid 2d game we are just here to earn,2
the power of the team is too great which violates the decentralization its a stupid decision to drive away the players who play the game and drive away the people who copy the bottom slp to make money,2
i saved up my ruin 21 for nothing lt,2
the team doesnt have the ability to ban robots they dont buy back slps they dont destroy slps thats the biggest problem wheres the money we spent on axes,2
speed up with the updates that the slp is going to the floor of the floor,2
its better to remove adventure right now its useless the better thing to do is add an unranked math so that players could really learn,2
sounds like you need a team upgrade,2
from play to earn to pay to play they reduce everything when slp is in dip haha shame on you,2
lol another moron playing for fun not for slp hahaha,2
they gave more axs to those nerf idiots like indes elijah and company and reduced slp rewards for scholars and average players and still no burn mech after all those listening to the community tsk,2
zero good news slp minting is not a problem so you expect us all to grind from the start again krezy jihoz kreeezyyy lost all my respect,2
removing slp in adventure and daily quest is not a good idea,2
you have any idea how many restless nights we stayed up playing this game how much time and grinding we all did n for you to cut off slp gains and daily quests and cut off pve earnings nnyou have any idea how much someone invested into this game thinking it was a safe haven,2
i want my money back fuck jiho and his dead dad i spent countless days grinding and restless nights playing this game to earn bare minimum slp and now u say fuck me nnok,2
bad that someone has to go good as someone made a sacrifice less slp mint,2
scholar that has a lower tier team axie will definitely quit it is not deserving to earn only a value of a candy s20 is a battle of mmr and it needs meta and a higher tier axie to be in the top nobody will buy a lower tier axie in d market anymore,2
slp holder are dying please think about it we trust you please we need to recover the price please,2
if you dont want to waste all your money dont buy the slp until the team announces the coin burn,2
you can also go another selfish person to go on journey we need to burn you,2
selfish for what lol truth hurts i know what do you want me to say should i praise the quitters,2
wanting to have less slp mint in the expense of others is selfishness no,2
whats this fucken mmr reset fucken idiotss,2
only band aid for slp price no burning mechanism,2
mmr reset wtfffff can you atleast keep your words everything is a fucken lie to you,2
all u do is removing our reward and nerfing cheap axie where is the update loser,2
you shit bullshit economic balance remove slp from adv reduce slp from arena then force players to use slp to upgrade body parts axie instead of just make players will get 0 every month you guys just want to do rug pull in style,2
fucking update so sick of this scam game,2
disappointment after disappoinment they could atleast retain the mmr so whats the purpose of offseason if you just going to reset it during season start can this community give us any positive news im done fck,2
not at all arena are quiet hard to compete,2
yeah its dead you need to quit asap,2
every moment is just a chance to sell it will soon have a terrible dump,2
dude u are too late u wont be able to earn as much money as we were around july or august game is slowly dying however some other games are raising but we are waiting for those to be p2e and not just betasns of dalarnia looks interesting,2
slp scam acie scam gogogo get out just will have hes own bots play with company members and bosses hahajahhehahhwheyhauhyauayya,2
nerf fucking beast dmg is not balance hoe is that possible 50 can do 700 dmg in a 4 cart comb is so stupid,2
isnt it enough that you defrauded investors with the swindler thief dishonest slp,2
i will make sure if i have time to let everyone know why you made the mistake too will definitely be a good history lesson also whatever happened to your own company that was going to be better than axie,2
general losing the money they invested and the shitty developers once again taking unpopular measures always late and making the same mistakes,2
not happy with this update,2
goodbye axie no more slp,2
suck dik i want my fuckin money back,2
why is such a crappy game so valuable,2
oh shit then its fucking useless thanks for d reply,2
you make us laugh for this kind of reward in top 300k,2
no slp buyback well thats it folks no slp burning in the future only axie burning ravel as the player base slowly declines,2
axs and ron continue to drop,2
you will be awarding axs in top 300k but axs now is still dumping please pump the axs also not only slp,2
i have lost all my faith with and all those people behind this how can you sleep well when you know that theres lot of people trusted you and you just have to repay them with this,2
whats the point of putting it as micro axs just looks to be deceiving,2
when will you do something right,2
just waiting for the time to exit this game at a good price then never return the devs are idiots they dont know a single thing,2
yeah axie infinity is shit game now,2
i just see nerfs and bullshit like the axies feets they have no burning nobody are breeding axies and no more interest to this fake game project they plan i dont trust in plans just in actions and for now they dont deliver a single upgrade to burn this shitcoin,2
ok u did thatbut pls remove random crits alsoit really really anoying when play in arenaradom crits make us feel like pray to winif lucky win unlucky lose so lets pray more to be lucky,2
remember this axie devs jihoz scammer whatz up now,2
slp is a inflationary token npls do some research before commenting,2
why did you remove slp on adventur i dont like arenann,2
another useless update another band aid solution,2
managers cant find new scholars managers sell their axies more axies in the market breeding hard to sell out their axies end up less player slp how to the moon,2
play to earn a little nthe reward is a joke,2
now earning less slp in arena more energy please,2
they want player and manager to quit this game so that no one notice that this game is rug pull,2
axs coins will fall badly because we breeders will be very afraid of losing if for example the one in the breed is a disabled axie since people buy handicapped axies for farming adv its likely that disabled axies will sell for very long to breeders buy slp amp sell axs coin,2
energy 20 only per day seriously,2
you remove the daily quest before the weekly is realesed damn it its a huge downgrade dude,2
reflecttriple plant healdisables season just started fun playing vs teams that want to just wait u to lose instead of winning,2
slp finish in adventurethis is very very bad i am too much upsetplz open the slp for adventure,2
i selling all itens at this game no have cool this today,2
so will lose more mmr with new player bye,2
fuck axs going down evetyday btc became 41000 still axs is 50,2
bitcoin is scam peice from cz pump future,2
working on it build build build other tokens to reduce reliance in slp too late guys it wont be enough majority of the player had given up 80 player are playing for fun where do you get that info your kidding right,2
economic adjustment lol its not adjustment its ruining adjustment,2
am very sad my whole investment in slp,2
ever shit amp scam coin,2
lol economic adjusment hahaha u dont even know how to fix the crit system hahaha now youre talking about economy adjustment hahahaha axie is trash now just accept that and just leave ur game hahaha we dont care anymore,2
that is if you can make profit before your axie die lol,2
motherfuckers raise their slp tokens again keeps on increasing youre a motherfucker and they dont take ron slp axie they trapped us again if we lose you lose we will write everywhere and tell you how you cheated,2
how many aqua breeders have you lost after nerfing aquas isnt it better bussines to let them breed than the nerfing them and now brreders lost interest in breeding them anymore,2
nicennand when you arent looking they fill those screens with bot accounts draining our slp,2
scam failure slp failure desenhos feitos de qualquer jeito failure all project failure mimimi steam helppp helppp mimimi steam dont want scam hauahahag,2
market is so bad these days so which one is the perfect coin to buy ill suggest vemp which has so much hype these days so go and buy it on,2
when you thinking about nerf a fucking beast damage fucking 50 axie doing 700 dmg in a 4 carts combs is so fucking ridicoulouss,2
honestly its so op fucking crits plus high damage plant is already dead with 3 cards,2
full foolish so para enrolar a galera hauahaua nunca fizeram nada sempre no papo paulinho gogo,2
too bad but it is an investment you can go to the moon or dig the core of the earth and that apply to a lot more things in life not only crypto,2
ive been waiting for a sp p for 8 months please give instructions to jiho we are very depressed in this condition brother now bitcoin is getting better but why stay still how are the seasons of 20 btother and the land,2
nerf fucking beast dmg is not balanced,2
axie why dont you have to manipulate the matching system do you think its not obvious as always after u won a lot of slp from winning you will eventually get loss streak tomorrow card draw and critical are pretty manipulated we know what is normal and not,2
great performance start 042cent end 0011 cent you took all our money worst coin ever,2
all i can see is they playing a trash game nothing special,2
wait for this game to stop being trash,2
hahaha axie is a great scam and the game developers should be put on history books that those guys are the most successful scammer,2
always garbage solution jihoz and dev team f off,2
you must be the most un exciting person of all time,2
yah weve already featured at joe rogan and other soc med but still many are quitting and no one trusting the axie anyone its more on play for fun,2
what is happening after maintenance im not earning slpits been 5days now,2
that should have a ruin 21 and 36 rewards for the purpose of free adventurenssshhh,2
when season 20 the dev only bla bla no action the community wait sorry are slow,2
a sad history for remember not everyone are here to compete,2
never seen one company hate clients hahahah just this fail projects hate clients hate investors totally scam,2
big scam project maybe try to project but totally fail,2
so there will be more tokens to earn money and not only slp so you guys are not so focussed on getting slp back to 614 cents slp fell down 98 slp needs to recover forget slp and use other tokens as solution is disgracefull to the slp investors slp at 15 cents is way to low,2
wdu mean they care about insiderswhales and not the community,2
for real they need to focus on getting slp back up to 614 cents not leave slp for dead and create other tokens slp went down 98 and now they dont want to fully fix this the slp community should be furious if slp doesnt recover,2
game scam fck game i want you do its more talk game slp dump dump dump,2
game scam scam scam dev scam slppp,2
they liked playing adventure who is they nture is so damn boring,2
scam game scam scam scam scam slpppppp dumpppppp,2
psycheout is dodging questions in land chat and gave a really unprofessional answer when ask about land release we have target launch sometimes we miss in any ordinary you wouldve been fired for saying shit like that so unprofessional you should step down,2
haha long term mind set really if they really want a long term in past month they should work for other burning mechanism of the slp but they dont do anything about it because they are so complacent right now they always say for long term mindset only hahahaha holy sht,2
and now the smug face of them on their past achievement have been gone because of decreasing players and no investor coming in you just make poor become poorer,2
slp is part of the game this is the main purpose of the people who invest the game to farm slp and make a living but the devs ignored the dumping of there token if slp die and the game will die cause no one will invest and trust this game anymore,2
those who eat vietnamese dogs like you its just cheaters,2
totally scam carefull and get out this scam,2
if slp will die axs will die too cause no one will breed and use axs to burn and the investor will pull out there investment this game is dying lesson learned dont be so complacent in your past achievement smug ceos of this game,2
i dont love scam bro you are too greedy nslpusdt slp ron ronusdt,2
its like u buy a product and days after this product changes and worth nothing if u like this kind of shit me and many others are searching the best exit opportunity and this scam game will sure be bad rated for everyone,2
the slp would just pass to another player this does literally 0 for slp price lol,2
dead game regretting every penny,2
axie becoming less and less friendly for new player as it prioritize the skilled activity and since there are no guaranteed return anymore who would be willing to commit to buy a good team since the very beginning any game without new player will soon become a dead game,2
buy back all axies and close your shitty project,2
what a fucknso sad for us when can i expect increasing slp rate,2
u bought a highgrade pet nthe team changed the parameters and turned it into garbage haha,2
please give priority to the community,2
to this day everything has been a bandaid solution from the energy system up to now how confident are you that these changes isnt another bandaid solution how confident are you that this time it will be a sustainable economy,2
8 months in a tailspin and all they can do with the economy is bandaid after bandaid dont tell me that with the thousands of dollars they earned they cant put each axie to feed on 2slp to have the energy im ashamed that the solution is,2
axie want you down your trophy to sell chrap your ugly acies,2
they have made so many claims in the past that they clearly never had any intentions to carry out,2
fix the fucking crit and match makingpeople wants to be competitive but the fucking crit and match making is not balance,2
this proves that axie infinity is realy dying,2
be very careful with slpive been in it for months and im at a loss these rises are fakewe are talking about the coin that has fallen 40 times always fake news there is no update the amount is constantly increasing fraud,2
go btch and get some life u pig shit,2
you buy some weakshit team and you complain i understand if its like 3000 investment but be aclown about a floor axie team you fucking dumb no fucking business caters to small investor,2
jajaja its fun people trust this mupet jajaja,2
without much encouragement they left very badly those who only played the adventure being in their right since they invested in their team even if it was not competitive they should not have eliminated all the reward just on a whim and benefit of some,2
next update is jail for the devs fkingscammers,2
first was bot so they did the reduction axie and slp down they keep minting slp they let it happen again bots farming 50 slp per day without doing arena reset all to 1200 each season and off season wasnt working now is fault of bots scholarships and managers apparently,2
an idiocy coming from the dev team,2
ive been waiting for a sp p for 8 months please give instructions to jiho we are very depressed in this condition brother,2
who they bought slp before and today fuck all of your mothers,2
you are killing the managers why how far do you think would scholars hold on removing the adventure or daily is not the problem but lessen the slp gain per win is the huge problem and whats the point having 1slp per win in 800 below the slp per win is too low to hold still,2
to add insult to injury they reduced arena rewards as well sadge,2
10k sheesh how much did you tp from those months to present any me personally ive bought my axies for 1600 classic aap now its kinda worthless 30 ea tops yeah playable but in this update nah im now staking axs and hoping to get my investment im outta here,2
someone i dont know committed suicide because of slp dont buy ron and axie example slp will do the same for both of these,2
they keep changing their policy they have no faith they have no idea they never had a good design in the first place i hope they get sued to brankruptcy,2
do you really believe that many investors and players will come back after the loss they recieved the short term now is at risk so what will happen to the long term idea then this game became popular becoz of the promised income but without the income what will it become,2
i dont eant to compare but this shit happened in pvu increasing the rate of conversion of le to pvu but nothing changed the main problem is not free slp from adventure but the lack of short term goal to fix the game and produce burning mech as much as possible,2
long term solutions is good but right now with this phase isnt it becoming too late the trust of investors are broken scholars are leaving due to the fact that this game will give only atleast 5 php per day when adventure slp is gone,2
this just ridiculousine removing pve reward which is capped at 50 slp only per day while in the arena ranked players are earning almost 500 slp per day nnand no this isnt a games of skill but a game of money luck,2
you ask your community for an effort even more than what has been enduring for more than 7 months you lower the profits of slp by more than half but still you do not use it because it is not clear that you really want to work together and as a team,2
nah i think its only temp fix most scholars gone players gone me as a manager already sold my axie too all of my scholar already gone and so am i since theres more profitable p2e games out there with less stressful play it was a good journey thanks axie infinity,2
yeah im leaving this game with my scholars its not worth the time and money anymore it was a good journey and experience tho hahaa hope all the best for you who still stay and having fun with axie,2
i dont believe 52 scholars and none of them complained i have 3 scholars and all of them already out your statement is just unbelievable,2
u guys just created another problem u guys know that more than 50percent is under 1k mmr right theyll probably be making what 510 slp a day your goal is 1b players yet ull only decrease your community expecting a massive exodus of players in the short term,2
they continuosly killing an already dying game they did it before they have done it again no lesson being learned they are just reducing and reducing the issuance and then it reduces the players too man wtf,2
i will give you 50k slp pls stop twitt bullshits,2
and this shit here its just cosmetic,2
stop saying long term and short term becoz its very clear now that big investors and loosing interest already and happy is right scholars will not spend atleast 30 mins of their time just to gain stress from arena and 5 10 php per day,2
welll they just want to pump the slp by killing the scholarsnthe origin is coming and they want to pump slp value until the burning mechanism is donenlets said the cover is good but the core is rotten alreadye who are having top mmr are very pleased in this updates,2
this game is no longer economical at all the best of the best now pegaxy do not waste your time,2
those who are amenable with these changes are either dumb or hypocrite or both reduction in slp issuance will barely matter if the influx of new players stop as they will be disincentivized instead of incorporating burning mechs the devs are burning d actual game itself smh,2
sadlife for people like me who only afford to buy 3 chops axie its time to say goodbye its been great and i have fun playing and riding with the ups and down thank you for wonderful experience,2
this game going to shit trash theres a lot of game is better than this shit game this game will be die im surw no one can believe this shit,2
reducing the slp rewards wont help if you do not have any proper burning mech for it looks like you guys still dont get it yea lets see how many more teams and scholars gona leave your game and marketplace prices gona tank again,2
ill bet my ass only fee people are breeding,2
great in building poor in sustaining,2
what a sacrifice kill the poor ones who really hope they can survive the pandemic through investing axie to save the rich ones support community if you rich only ggwp ponzi,2
imagine you have a soso team and 57 wins is already a big deal to you now at s20 you can only earn as low as 5 15 slp how to kill a game 101,2
the community suggested to remove the slp from adv what the fuck are you talking about,2
yall put the top on a pedestal while squashing the little guys that are the majority of your players this logic i dont understand your top 1000 that ranked and earned sold high and made out with funds so you smash the large axie work force i really love playing or did,2
the sad thing is the dev wont hear us they said community is the first but i dont know which community they mean just lickers who agree with recently stupid updates,2
fix it or adjust it you only get dick games,2
does anyone else believe them,2
playing for fun and not for the earning part is plain stupid as there are myriad free to play games that are infinitely more fun and satisfying than this plain card gsme 99999 of players are in it for the money and not for just for fun just saying,2
1 having 1slp below 800 mmr is okayn2 removing gain slp to adventure and daily quest is not okay if no replacement because you totally eliminate all oldest player who playing only adventure all of them who interview in news totally stop and sell their axies,2
do u realize people have been in this game before 2021 let that sink in stress is a stretch since this is just a game its stressful to play a game whos a big investor that left youre crazy if u think ppl wont play 30mins to earn 10php,2
the team is clearly letting it drag on intentionally letting slp die they would have done something if they wanted to they are capable of that but they intentionally not do something the community continues to bleed,2
all the flowery tweets about building amp community amounts to nothing somehow the axie maxis still find a way to glorify them they are part of the problem,2
bro literally went from a dude to a half dude after being exposed of sexual harassment amp alleged rape i dont even know what the team was thinking hiring a person like him i dont believe there was no better choice at that time,2
all the axie maxis amp toxic positivity cult in should read this stop glorifying these devs that have failed to do something until now they continue to let the community bleed this will not fix anything unless theres an actual burning mechanism along with it,2
imagine posting this shit and calling yourself an investor lmaoooooooooooooo x10,2
and ul get the just leave than address the issue the typical answer from arrogant ppl if they cant face the fact that ppl play axie for the money and not fun then they have very little understanding of what the aim should be then we dont play this for fun,2
your are so funny clown,2
and there is no solution to the ticket concern no reply nothing seems to have happened and no support was given,2
you are doing so bad at strategists and are losing the big opportunity you holds,2
that sucks man and we just have to accept all the shit thing they are doing the fucked up part here is many are still defending their idiocy ways,2
i started playing axieinfinity becuase you were rewarding pve and daily quest for total 150slp daily2days after i started you cut the reward in halfi came into this game mostly for pvebecause i hate pvp and now you will cut my reward to 0or maybe to 1 if ill win 1 pvp,2
why do i keep axs its constantly falling shit is your coin,2
axie is now a big joke hahaha,2
really they wasted time they let this happen they could avoid it before but what they did parties the guy dressing like a woman getting more dress for himself or herself or whatever is that person let them just die land should be ready for december but what happen,2
with this solution it will just dump more the market no one will be breeding bec literally no need maybe a small of ppl will the one who love the game they will and not all of them so a solution after they let it dump until now yes ppl complain bec mostly are scholarships,2
attention friends save your capital save every moment is just a chance to sell will soon have a terrible dump,2
friends seize the serious and dangerous warning seize the opportunity and sell it quickly soon it will have a terrible technical dump,2
technically and board reading reacted to the number 72 which is the number of rand it will soon have a terrible dump,2
technically and board reading reacted to the number 72 which is the number of rand it will soon have a terrible dumpn,2
technically and board reading reacted to the number 72 which is the number of rand it will soon have a terrible dumpnyes,2
technically and board reading reacted to the number 72 which is the number of rand it will soon have a terrible dumpnyesnyes,2
the game is death look at slp who is going to waste their time in that hyperinflationari game the more you play the lees you ear the more players come more colapse the game is you kill it slp is death good job,2
are you crazy you are lying again they said an update in a few days a few means 2 days 4 days have passed really stupid devils i believed in you for half a year of the creature,2
slp is going to dump again because btc pump thats why its pump a little,2
rigged game trash where is skillplay,2
dont trust them they scammed everyone again ron axie slp same casino games always win the tables,2
wholl watch this nerds stream nobody gives a fck,2
attention friends save your capital save every moment is just a chance to sell will soon have a terrible dumpn,2
axies are getting cooler and cooler every day,2
binance and slp you are both very nice thieves binance czbinance slp axieinfinity,2
theyre nothing about beauty is the game is no more attractive to play and earn,2
for this time i am bearish on slp right now,2
such a grassroot movement indeed fcking corporate pigs,2
can you guys fix the versionwhy the hell ia that 100100 slp in adventure keeps popping upi thought its a new version in the gamereally sucksirritating in the eyes,2
u can go to the axie discord and try to ask for a scholar there but those assholes ban of anything that isnt too the moon i got ban despite the fact that i have axies schoolar so be careful,2
when my teenage years were over i went into a dark path in my life finding my ego caring too much about money i disconnected with my family fears haunting me every single day i was lost and scared,2
yadiyada me me me its all about you not the community who lost a lot of money believing in this project stop whining about yourself and start exposing the ponzi that is axie infinity,2
gz your first assignment as an official now is to help me get my hacked axies back would you do something or like everyone else nothing,2
slp is down again back to cents,2
every moment is just a chance to sell it will soon have a terrible dumpn,2
slp like shit with no dq and adv what we got a months stupid shit,2
will dead next month many games free to play and play to earn,2
your update keep hurting players more and morenks for bring me back to world of cryptocurrencyn is time to say goodbye,2
slp ron and axie 3 are also scammers they are transferring the money to their own accounts by increasing the number of slp tokens they will do the same system in axie and ron coin,2
fix ur bored game god the stupid double bug is so strong ur nerf like comboed another card for discard is a stupid nerf what a zzzzz gameplay god,2
you should know that people invest for this game and now small percentage of roi return this update sucks,2
fierce rigging you mean casino game design,2
rubbish rubbishld i change the balance your mother a lowclass waste you can only eat kitchen waste for three meals it is indeed a backward lowlevel countryh you what to doni dont know what to do all daynis there any meaning to livingh shit in the head,2
fuck you this shitty game you wait for three rounds without cardsni cant understand the critical strike probability its been two months and you still havent rearranged the points fuck your mother,2
thats what i said too now watch how it crashes ron axie slp cant count on this team their only aim is to defraud us,2
you keep giving stuff to early adopters its not in the white paper what a joke,2
aap so dont nerf them anymore,2
i want to have beast plant reptile but sad to say i stake my slp to earn ron that slp was my salary when i was scholar i lost some of my slp in staking my dream to buy my own team gone now,2
anemoneaqua but you nerfed it its so unfair coz aqua has low morale,2
stop tweeting and update the stupid game,2
one with i actually win i cant love any cus you guys go and fuck it up,2
lmao i got banned from axie discord for saying axie is dead never have i regreted more than investing in axie,2
or even 4 matching numbers this scamfile a lawsuit against pancakeswapscamnpancakeswapscamlottery,2
you post this pic multiple times since 2021 just release the freaking update,2
aab but its getting owned by aap its just sad,2
nerfing like a mad man every season treating this game as if its dota2 where you can just play other heroes for free,2
those who sold there axies are starting to regret lol scam dw kasi ang axie thorny libayan pa more lol,2
wen s20 this week want to dump my slp,2
according who slp is falling apart again,2
what are you changingnare you putting shit on your fucking head your mother lowly bastard younhow to change it to play like thisndo you want to close the gamen mother,2
attention to 900k followers of axie syndicate they will rob your moneybigtime,2
you dont invest money thats unpredictablenits unclear what will happennhe can swallow all the money like a black hole,2
only dumb would invest in a utility token lol,2
damn man i waiting for system energy reworks,2
axie et al syndicate had started againplease stop stealing people money,2
ron axie dont invest in these slp does what they do with them and your money melts 50 times 60 times in a jiffy,2
that picture is posted multiple times juwt to hypeand keeps delaying the crap,2
so what is the purposed for giving level up every game and please can u put a time evry country if ever there is maintenance update so they are aware before or afte the game coz yeaterday a lot players thier dsily quest is incomplete,2
lollll this update will not affect the slp price jihoz qnd the axie devs are the great scammer,2
this is the reason of the devs but the truth they have poor burning mechanism very poor s21 will no slp rewards in pve and pvp cause this is the only thing they know to cure the minted slp sad life,2
scam infinity nslpusdt slp ron ronusdt,2
rip to our money again i loss 6000dollars farming ron farming is not right term for this,2
slp big scam team allways selling scam scam shit coin,2
slp anda you are scam,2
right now im working in one where i sell my axies and never come back to this game you should try it too its so fun,2
its over man its over better shut down the lab and leave the gamers with good memories not with this shitty updates,2
burning of slp is affected the entire game the game is being rough and tough and hard finding the long term solution it is not on the game itself it is on the market bcoz we are not the only game or institution using eth please contact the owner of eth company,2
gamers and investors are slowly going away,2
rubbish you filthy lowly rubbish vietnamesenim asking you to change your balance wont you change itnslp is as rubbish as you are your mother your mother was fucked by a dog,2
what a noob you dont even know what a thirdparty means so stupid magaral ka muna ng module mo boy bago ka maghambog dito bawal iyakin,2
fix your fucking game idiots,2
youre a piece of trash you dont deserve to live in the world trash companynits just a scam dont play their gameen has reincarnation you will have retribution fall into the realm of beasts,2
taking money from the poor xd like anyone is forced to enter in a project no one is stealing a damn sht,2
for v3 is that so hard to fix that critical issue that we need to wait for v3 they already release so many updates regarding the balancing of the axies but they cant balance the game itself this season or v2 they can remove the adventure after a few days of announcing it,2
i am calling out the devs for making stupid decisions and not making solutions that would actually fix the game if you have scholars why arent you worried they will leave one by one to be honest im starting to doubt you have assets in axie,2
nahh we will not play adventure,2
it actually means that no one is gonna play it at all rest um peace bro,2
before i didnt like playing the adventures and i still earned slp now that i dont generate hahahaha much less ill play it its not fun at all,2
the only reason most people play axie is because of slp so you might as well just remove the adventure play as no one will waste their time there,2
you say it like its a good thing clown,2
in to the moon is dream nin to the hell is true,2
but we want to gain slp in when playing adventure,2
who plays adventure mode for fun b o r i ng,2
fun in axie no balance card simple game system anemones ops gravel ant ops bug ops and you dont do anything great fun this game suck,2
want to play arena all day long fix ur effin crit had to lose 100 or even 200 win bcoz of ur stupid crit and whats worse it happened 3x in a row just now nnits not even a game of strategy its pure luck i used to love this but this totally suck makes ur game really trash,2
its not good to farm anymore rip ron farmers,2
my mini game is the waiting game for slp to pump and then dump everything i have then stay away from anything related to skymavis,2
stupid dead game everyone hopes that the slp burn will be hasty morons you guys just want to profit without thinking about the communityplayers selfish damn bitch,2
were all in this ship if slp dies only jihoz and developer lives lol not everything dies thats a lie abeh,2
no lol instead of burning mech they just remove slp rewards lol,2
no one wants to play axie infinity anymore the slp is useless the price is cents lol,2
are those three developers idiots who cant even figure out the combustion mechanism,2
slp going 0 u can see every update hahaha,2
are they socialists effort with the money of another i dont see any effort from the axies team they only reduce what managers and scholarship holders earn,2
im going to enjoy seeing the massive decline of axie infinity now totally well deserved for ignoring community pleads for burning mechanisms and instead focusing on making the average player life difficult,2
they havent done anything really solid for years thinking about the economy and now theyre going to end pve and the daily reward these developers are kidding they make mistakes and the community pays the price,2
goodjob axie lots of people gonna sell their axies now so they will be worthless rip axieinfinity,2
who will play this time to quit i guess,2
so why would we want to play adventure t now you killed that play mode there are a lot of ways to burn slp and you are constantly doing the dumbest,2
bye bye scholars bye bye axie,2
with this update i think slp mint will be very low as players move away from axie maybe temporarily austerity upon austerity the only solution in the end is to shoo away players if slp wouldnt rise even with these change many will leave for good,2
hey fix ur crit i would love to play arena but ur crit totally sucks i have lost a lot in a row with a 100 win for me bcoz of ur critn season it happened 9 out 10 games and just now i had it 3x in a row whats that i can send u and ur devs a video proof,2
0 slp for adventure u are asshole,2
incoming a lot of people will get mad,2
true no scholar would play this goddamn game anymore,2
this project us going to blow up yfnft,2
same strategy that didnt work in the past,2
nahh you are too late noobs people are asking this for like half a year now but you guys are busy partying with their moneys then you gonna give them this shit red flag real scammers lack of responsibility,2
if slp didnt pump i dont know its time to say goodbye,2
what happened to what you said that we need billions of slp to sustain growth now you slashing slp which practically has 0 value now bunch of liars and scammers dm me to those who wish to file collective class action law suit to sky mavis,2
the slp price is dead day by day other manager scholar leaving this game what is the date of release if burning mechanism pegaxy is better than youre game your game dont have other burning mechanism,2
bye axie time by time every update slp going 0 dev no brain before say wanna help people and then now just hear all rich player n small comunity haha big liar,2
trash dare not reply to menyou are a useless company understandndont just make small moves so that others cant replye dont dare to accept criticism from players,2
lets build together build into hell,2
the reason why investor leaving this game why you always nerf they breed thats the reason why slp didnt burn alot,2
its amazing how skymavis seems to want to harm players or make the community abandon a project instead of trying to keep the community together for the sake of improving the game that documentary was the biggest lie told by about the social part,2
for fun fun was grinding slp from adventure whats the whole point of this,2
